"Order","Active","Text Above Question","Question Title","Activity","Type","Dropdown/Checkbox options","Show in Final Questions Section","Answer Required?"
"2","True","<hr /><strong>Take another look at the 1–10 scale.:</strong><br /><img src=""https://www.theschoolrun.com/sites/theschoolrun.com/files/content-images/number_line.png"" /><p>Look back at the work you’ve done so far this term and think about the amount of effort that you’ve put
into your studies. Use the scale above and the following guideline to choose your number: </p><ul><li><strong><em>1: 0–2 hours’ independent study a week. </em></strong></li><li><strong><em>5: 10 hours’ independent study a week. </em></strong></li><li><strong><em>10: 20 hours’ independent study a week</em></strong></li></ul><em>We got these hourly figures by interviewing students, so we know that A level students who end up with three A’s or A*’s tend to be doing at least twenty hours of independent study a week by the spring term. Questionnaire results show that the twenty hours tend to be spread across three or four subjects and equates to about four or five hours per subject per week outside of class. Some high performing students who have submitted applications for very competitive university courses (medicine, for example) even declare they are doing thirty hours’ work by the spring term of Year 13.</em><em></em><p><br /><br /></p>","How much Independent study are you currently doing? (Be honest with yourself and record it in the box below)","One to Ten","Short Text","","No","No"
"1","True","","On a 1-10 Scale - How much effort are you currently making?","One to Ten","Short Text","","No","No"
"101","True","<h3>Final Thoughts</h3><p>Could you use the SMART goal setting technique to create a goal for each of your  current subjects?
</p><p>You would need to be clear on the grade you wanted, how you were going to prepare for the exams, what resources you intend to use, when you will have mastered sections of the syllabus by and precisely when the exams were!
</p><p>Then you can make a commitment to:
</p><ul>
	<li>Do one thing each week that is more likely to make that goal happen.</li>
	<li><span></span>List three things you would definitely like to have done by the end of term, and return to your list each week to check on your progress.</li>
</ul>","Reflections:","SMART Goals","Paragraph Text","","Yes","No"
"10","True","<hr />","TIME BOUND","SMART Goals","Short Text","","","No"
"9","True","<hr />","REALISTIC","SMART Goals","Short Text","","","No"
"8","True","<hr />","ACTION BASED","SMART Goals","Short Text","","","No"
"7","True","<hr />","MEASURABLE","SMART Goals","Short Text","","","No"
"6","True","<hr /><h4><strong>Short-Term SMARTs</strong></h4><p>SMART goals take your goal setting to the next level, but they need practice. Try setting four or five SMART goals for the next fortnight using the same grid, below. Imagine how you would feel if you had every one of those five short-term goals done in the next ten working days! You might want to choose one per subject – for example:</p><ul><li>A homework piece you want to complete really well.</li><li>A part-time job application and interview you want to go smoothly.</li><li>An upcoming test you want to perform well in.</li><li>A section of notes you want to reorganise and revise.</li></ul>","SPECIFIC","SMART Goals","Short Text","","","No"
"5","True","<hr />
<p>
</p>","TIME BOUND - What time scale do you want to achieve you goal? Are there some milestones you can add along the route?","SMART Goals","Paragraph Text","","","Yes"
"4","True","<hr />","REALISTIC - What makes this a realistic goal? What skills or passions do you have already that can help you achieve it?","SMART Goals","Paragraph Text","","","Yes"
"3","True","<hr />","ACTION BASED - What real actions will you take to meet your goal?","SMART Goals","Paragraph Text","","","Yes"
"2","True","<hr />","MEASURABLE - How will you measure your success?","SMART Goals","Paragraph Text","","","Yes"
"1","True","<hr /><p>Use the Sections below to record one <strong><em>long-term</em></strong> SMART goal, like a university course or a dream job:
</p><hr />","SPECIFIC - Precisely state what you want to achieve:","SMART Goals","Paragraph Text","","","Yes"
"102","True","","How might you overcome it?","Mental Contrasting","Paragraph Text","","Yes","Yes"
"101","True","<h3>Final Thoughts</h3><p>Creating a vision this way allows you to record and recognise the elements of your own personality that are likely to prevent you from reaching your goals.</p>","What do you consider to be one of your most significant weaknesses?","Mental Contrasting","Short Text","","Yes","Yes"
"4","True","","4. PLAN - Formulate an ""if....then"" plan for what you will do when these obstacles arise:","Mental Contrasting","Paragraph Text","","","Yes"
"3","True","","3. OBSTACLE - What ""Internal"" obstacles are most likely to get in your way?","Mental Contrasting","Paragraph Text","","","Yes"
"2","True","<hr /><p><br /></p>","2. OUTCOME - Vividly imagine the best outcome of achieving your wish?","Mental Contrasting","Paragraph Text","","","Yes"
"1","True","<hr /><h4><strong><em>Use the Spaces below to create your own WOOP....</em></strong></h4>","1. WISH - Think about something you want to accomplish?","Mental Contrasting","Paragraph Text","","No","Yes"
"102","True","<h3>The Little Book of Talent</h3><p>Dan Coyle’s brilliant guide, <a href=""https://www.amazon.co.uk/Little-Book-Talent-Daniel-Coyle/dp/1847946798/ref=asc_df_1847946798/?tag=googshopuk-21&linkCode=df0&hvadid=310973726618&hvpos=&hvnetw=g&hvrand=285317619664363448&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=1006904&hvtargid=pla-466283513665&psc=1&th=1&psc=1"" target=""_blank"">The Little Book of Talent (2012</a>), encourages people to study the person you want to become. As he advises on his blog, ‘Steal from other people. Even if you’ve picked a wildly obscure talent to develop, there are thousands of otherpeople out there who are doing exactly the same thing as you are, right now’ (Coyle, 2014).<span></span> Check out the video below.</p><iframe src=""https://www.youtube.com/embed/_r0JtjasYCU"" allowfullscreen></iframe>","Final reflections on this task:","Fix your dashboard","Paragraph Text","","Yes","No"
"101","True","<h3>Final Thoughts</h3><h4>The Dashboard</h4><p>Millions of people drive to work every day. The dashboard of their car is the first thing they see on the way in and the last thing they see as they arrive home. We use the word ‘dashboard’ to mean what you see first thing in the morning or last thing at night. It might be the wall above your desk or next to your bedside table. It might be the wallpaper on your phone or the inside cover of your files. We each live with a mental dashboard of people and ideas. Our research shows us that people who have even a brief reminder of a positive role model – from looking at their dashboard – have hugely increased levels of motivation.
</p><p>We have worked with many students who have created or altered their dashboards:
</p><ul>
	<li>One student put a photograph of the university she wanted to go to inside her file, so she saw it each time she opened it up to work.</li>
	<li>Another student covered his bedroom wall with inspiring quotes and messages.</li>
	<li>Another listed all the people who would feel proud and excited if she did really well, and stared at those names before each revision session.</li>
</ul>Use the space below to add some more ideas for your own dashboard, for example inspirational quotes, images, people, websites,etc<p><br /><br />
</p>","My Dashboard....","Fix your dashboard","Paragraph Text","","Yes","No"
"10","True","<hr /><p><strong>What have you learnt from this person?</strong></p><p>Now reflect on what you have learnt from your research on this person you admire.</p>Using the same headings as above write a paragraph on the type of person that you would like to be in each area of your life. Practise <em>‘no limit’ </em>thinking. Don’t limit yourself by your fears, lack of money or a lack of time – simply try and clarify a vision of your <strong>ideal</strong> self:<span></span><br />","My Ideal Self...","Fix your dashboard","Paragraph Text","","No","Yes"
"9","True","","6. Activities / Community - Have they encouraged or helped developed a community - How has this helped their success?","Fix your dashboard","Paragraph Text","","","No"
"8","True","","5. Education - How has their education affected their success?","Fix your dashboard","Paragraph Text","","","No"
"7","True","","4. Relationships - How has their relationship network affected their success? ","Fix your dashboard","Paragraph Text","","","No"
"6","True","","3. Family - How has their family situation influenced their success? Is it something you can relate to?","Fix your dashboard","Paragraph Text","","","No"
"5","True","","2. Finance - What do they do with their money? Are they a philanthropist?","Fix your dashboard","Paragraph Text","","","No"
"2","True","","Choose one person, the one you admire most, to focus on for the rest of this activity:","Fix your dashboard","Short Text","","","Yes"
"4","True","<hr /><p><strong>How do they live their lives?</strong></p><p>Do some research and try and find our how this person lives (lived) their life, e.g:</p><ul><li>Career</li><li>Finance</li><li>Family</li><li>Personal</li><li>Relationships</li><li>Education,</li><li>Activities</li><li>Community activity</li></ul>The next questions ask you to summarise your research findings about the qualities of this person in each domain of their lives. Aim to complete 2 or 3 of the following questions to help you understand the wider reasons for their success.<br />","1. Career - What motivated them in their chosen career? What qualities do they show in their career?","Fix your dashboard","Paragraph Text","","No","No"
"3","True","<hr /><p><strong>Qualities & Characteristics</strong></p><p>The characteristics that you admire in others can say a lot about the type of person that you would like to be.<span></span></p>","What qualities or characteristics does the person you have selected have that you admire? Explain them below:","Fix your dashboard","Paragraph Text","","No","Yes"
"1","True","","List below 5-10 people whom you admire or respect the most:","Fix your dashboard","Paragraph Text","","No","Yes"
"101","True","<h3>Final Thoughts</h3><p>We’ve encouraged students to use the ‘fake it’ technique to make decisions about other things too. Think about how you might use it to choose between employers, gap year options, a choice of coursework tasks, or university courses and accommodation choices. The key is to take yourself beyond the decision.</p>","It’s already been made – all the stress and tension has gone. Now live in that imagined future and reflect on how it feels.","Fake It!","Paragraph Text","","Yes","No"
"8","True","<hr /><p>Now compare and contrast the two weeks:</p><ul><li>Which was the better week?</li><li>Which made you feel more excited?</li><li>Which was more enjoyable?</li><li>Which felt more like you?</li></ul><p>Spend time with a teacher, tutor or friend explaining your responses. </p>","Use the space below to record your impressions:","Fake It!","Paragraph Text","","","No"
